Capture Time,PUN,X,Y
2022/10/25 12:05:22:086,1522290BJ6150562,602.0,530.8
2022/10/25 12:04:53:575,1522290BJ6150563,606.1,510.5
2022/10/25 12:04:27:466,1522290BJ6150564,604.9,554.4
2022/10/25 12:04:04:757,1522290BJ6150565,612.0,516.2
2022/10/25 12:03:38:748,1522290BJ6150568,611.6,548.8
2022/10/25 12:03:40:749,1522290BJ6150570,604.5,519.9
2022/10/25 12:03:03:236,1522290BJ6150571,609.9,543.4
2022/10/25 12:03:21:242,1522290BJ6150574,615.2,498.9
2022/10/25 12:05:31:691,1522290BJ6150575,604.9,521.9
2022/10/25 12:11:21:217,1522290BJ6150829,606.5,499.2
2022/10/25 12:11:01:909,1522290BJ6150830,611.8,539.5
2022/10/25 12:13:45:665,1522290BJ6150831,608.3,533.9
2022/10/25 12:11:07:113,1522290BJ6150832,598.5,541.6
2022/10/25 12:13:47:968,1522290BJ6150833,611.7,515.5
2022/10/25 12:13:29:960,1522290BJ6150834,605.2,543.5
2022/10/25 12:06:31:813,1522290BJ6150835,609.8,529.6
2022/10/25 12:02:55:533,1522290BJ6150836,601.3,560.0
2022/10/25 12:03:19:042,1522290BJ6150837,607.6,495.8
2022/10/25 12:07:01:822,1522290BJ6150838,606.6,529.5
2022/10/25 12:06:01:899,1522290BJ6150839,604.1,567.5
2022/10/25 12:07:03:822,1522290BJ6150840,603.5,525.9
2022/10/25 12:12:19:237,1522290BJ6150841,613.3,507.8
2022/10/25 12:05:37:893,1522290BJ6150843,609.7,505.9
2022/10/25 12:11:47:228,1522290BJ6150845,603.0,526.9
2022/10/25 12:12:24:037,1522290BJ6150846,605.2,515.0
2022/10/25 12:11:13:911,1522290BJ6150847,610.8,525.5
2022/10/25 12:11:50:527,1522290BJ6150848,596.6,536.0
2022/10/25 12:11:15:913,1522290BJ6150849,610.7,526.4
2022/10/25 12:10:56:805,1522290BJ6150850,605.0,556.5
2022/10/25 12:11:18:113,1522290BJ6150851,604.7,512.7
2022/10/25 12:10:59:108,1522290BJ6150852,605.5,551.6
2022/10/25 12:07:19:428,1522290BJ6150853,607.4,522.3
2022/10/25 12:04:08:059,1522290BJ6150854,606.5,495.5
2022/10/25 12:04:11:060,1522290BJ6150855,605.9,529.9
2022/10/25 12:06:55:120,1522290BJ6150856,611.2,565.1
2022/10/25 12:07:25:335,1522290BJ6150857,607.2,504.8
2022/10/25 12:06:58:022,1522290BJ6150858,607.8,569.3
2022/10/25 12:06:38:313,1522290BJ6150859,608.2,502.2
2022/10/25 12:03:05:336,1522290BJ6150860,615.7,532.8
2022/10/25 12:05:14:282,1522290BJ6150861,602.7,557.2
2022/10/25 12:06:04:807,1522290BJ6150862,621.2,538.3
2022/10/25 12:12:16:735,1522290BJ6150863,605.8,529.3
2022/10/25 12:06:08:203,1522290BJ6150864,607.0,532.8
2022/10/25 12:06:35:013,1522290BJ6150944,600.9,517.3
2022/10/25 12:05:58:900,1522290BJ6150945,594.2,567.5
2022/10/25 12:11:43:721,1522290BJ6150950,605.8,549.5
2022/10/25 12:12:27:037,1522290BJ6150951,607.9,501.4
2022/10/25 12:07:22:230,1522290BJ6150962,598.6,521.0
2022/10/25 12:07:28:831,1522290BJ6150963,626.3,521.6
2022/10/25 12:06:42:014,1522290BJ6150968,604.8,516.0
2022/10/25 12:11:40:821,1522290BJ6150969,606.6,558.1
2022/10/25 09:52:42:534,1A22248BHQ1A0427,607.3,476.0
2022/10/25 09:52:40:633,1A22249BHQ1A0919,627.4,364.2
2022/10/25 09:52:37:833,1A22252BHT1A0545,618.3,500.6
2022/10/25 09:52:34:832,1A22252BHT1A0827,621.9,501.8
2022/10/25 09:50:41:591,1A22252BHT1A1029,625.4,543.4
2022/10/25 09:52:05:522,1A22252BHT1A1029,508.2,544.3
2022/10/25 09:52:08:221,1A22253BHT1A1196,622.4,527.0
2022/10/25 09:30:21:854,1A22257BI21A0842,635.3,530.1
2022/10/25 09:31:15:775,1A22257BI21A0843,606.7,558.5
2022/10/25 09:31:12:873,1A22257BI21A0845,612.5,543.3
2022/10/25 09:30:45:862,1A22257BI21A0855,611.3,502.0
2022/10/25 09:30:39:561,1A22257BI21A0922,609.2,506.7
2022/10/25 09:30:42:562,1A22257BI21A0931,616.9,501.7
2022/10/25 09:31:30:178,1A22257BI41A1079,589.8,489.7
2022/10/25 09:40:25:472,1A22261BI81A0030,614.0,511.7
2022/10/25 09:50:39:190,1A22262BI81A0103,618.2,543.8
2022/10/25 09:50:35:989,1A22262BI81A0405,617.5,499.0
2022/10/26 14:37:20:804,1A22282BIR1A0125,598.7,509.3
2022/10/26 14:37:17:304,1A22282BIR1A0506,600.2,500.5
2022/10/26 14:37:06:000,1A22282BIR1A1100,604.6,527.1
2022/10/26 14:37:00:298,1A22282BIR1A1358,607.8,522.1
2022/10/25 09:30:13:052,1A22282BIS1A0097,613.4,539.1
2022/10/26 14:38:04:328,1A22283BIR1A0383,606.1,507.8
2022/10/26 14:37:47:214,1A22283BIR1A0982,590.9,518.9
2022/10/26 15:11:17:835,1A22283BIT1A0324,619.8,493.0
2022/10/26 15:11:10:033,1A22283BIT1A0326,620.7,474.6
2022/10/26 15:11:02:228,1A22283BIT1A0327,627.9,536.5
2022/10/26 15:11:54:246,1A22283BIT1A0332,634.2,516.6
2022/10/26 14:25:03:441,1A22283BIT1A0333,636.1,484.0
2022/10/26 15:11:21:139,1A22283BIT1A0339,634.7,497.8
2022/10/26 15:12:14:355,1A22283BIT1A0342,631.7,486.9
2022/10/26 14:22:49:791,1A22283BIT1A0344,627.5,501.2
2022/10/26 15:11:51:248,1A22283BIT1A0346,621.8,530.1
2022/10/26 14:24:56:638,1A22283BIT1A0353,615.9,508.7
2022/10/26 15:12:04:151,1A22283BIT1A0355,615.5,499.7
2022/10/26 15:12:12:154,1A22283BIT1A0558,638.1,447.3
2022/10/26 15:11:48:747,1A22283BIT1A0562,641.4,535.9
2022/10/26 14:20:58:053,1A22283BIT1A0571,645.6,455.4
2022/10/26 15:11:28:841,1A22283BIT1A0572,622.8,477.9
2022/10/26 14:24:34:130,1A22283BIT1A0574,609.7,552.7
2022/10/26 11:17:19:308,1A22283BIT1A1801,600.0,602.1
2022/10/26 11:17:38:613,1A22283BIT1A1802,606.5,479.6
2022/10/26 11:17:22:505,1A22283BIT1A1803,604.6,521.5
2022/10/26 11:17:41:512,1A22283BIT1A1804,621.2,492.8
2022/10/26 11:17:25:706,1A22283BIT1A1805,613.6,500.0
2022/10/26 11:19:57:759,1A22283BIT1A1806,626.0,524.7
2022/10/26 11:19:46:861,1A22283BIT1A1807,598.4,538.2
2022/10/26 11:19:12:343,1A22283BIT1A1808,600.6,541.2
2022/10/26 11:18:43:334,1A22283BIT1A1809,605.1,565.2
2022/10/26 11:19:15:944,1A22283BIT1A1810,620.1,502.4
2022/10/26 11:18:46:236,1A22283BIT1A1811,599.5,555.3
2022/10/26 11:19:19:547,1A22283BIT1A1812,623.3,468.8
2022/10/26 14:20:54:751,1A22283BIT1A1816,599.5,481.7
2022/10/26 11:19:36:551,1A22283BIT1A1825,601.2,552.8
2022/10/26 11:20:00:461,1A22283BIT1A1826,601.7,516.9
2022/10/26 11:19:39:656,1A22283BIT1A1827,623.6,546.9
2022/10/26 11:20:06:363,1A22283BIT1A1828,605.5,512.5
2022/10/26 11:19:43:457,1A22283BIT1A1829,608.8,538.6
2022/10/26 11:20:11:267,1A22283BIT1A1830,607.7,516.8
2022/10/26 11:18:49:737,1A22283BIT1A1831,602.8,536.1
2022/10/26 11:19:22:249,1A22283BIT1A1835,606.5,495.0
2022/10/26 11:18:52:137,1A22283BIT1A1836,605.9,508.3
2022/10/26 16:26:53:160,1A22284BIU1A1843,632.8,531.5
2022/10/26 16:26:09:143,1A22284BIU1A1846,602.8,510.4
2022/10/26 16:28:30:696,1A22284BIU1A1847,611.3,541.1
2022/10/26 16:29:05:807,1A22284BIU1A1848,605.7,524.8
2022/10/26 16:28:33:701,1A22284BIU1A1849,618.3,551.3
2022/10/26 16:29:08:809,1A22284BIU1A1850,619.1,495.9
2022/10/26 16:29:14:409,1A22284BIU1A1852,607.0,490.1
2022/10/26 16:23:22:385,1A22284BIU1A1856,614.8,543.4
2022/10/26 16:23:45:993,1A22284BIU1A1857,608.0,488.0
2022/10/26 16:23:25:788,1A22284BIU1A1858,631.1,553.1
2022/10/26 16:27:08:071,1A22284BIU1A1859,611.7,493.5
2022/10/26 16:26:44:558,1A22284BIU1A1861,608.0,537.0
2022/10/26 16:26:51:260,1A22284BIU1A1862,619.9,525.2
2022/10/26 16:27:04:764,1A22284BIU1A1864,606.4,509.1
2022/10/26 16:25:50:643,1A22284BIU1A1865,621.3,560.7
2022/10/26 16:26:12:149,1A22284BIU1A1866,610.0,510.6
2022/10/26 16:25:54:440,1A22284BIU1A1867,608.1,532.6
2022/10/26 16:26:15:249,1A22284BIU1A1868,615.9,471.4
2022/10/26 16:25:57:848,1A22284BIU1A1869,611.1,523.7
2022/10/26 16:26:18:151,1A22284BIU1A1870,607.9,492.3
2022/10/26 16:25:27:630,1A22284BIU1A1874,621.0,480.5
2022/10/26 16:23:51:895,1A22284BIU1A1877,610.7,479.5
2022/10/26 16:23:32:589,1A22284BIU1A1880,612.2,512.0
2022/10/26 16:25:47:438,1A22284BIU1A1951,608.9,544.3
2022/10/26 16:29:16:410,1A22284BIU1A1954,606.3,480.6
2022/10/26 16:27:49:883,1A22284BIU1A1955,610.0,515.1
2022/10/26 16:28:40:601,1A22284BIU1A1956,610.1,524.5
2022/10/26 16:29:35:018,1A22284BIU1A1958,601.0,535.8
2022/10/26 16:30:12:431,1A22284BIU1A1959,607.4,489.0
2022/10/26 16:27:36:175,1A22284BIU1A1960,609.2,515.6
2022/10/26 16:23:42:392,1A22284BIU1A1961,606.7,506.4
2022/10/26 16:27:39:780,1A22284BIU1A1962,607.9,519.5
2022/10/26 16:27:52:686,1A22284BIU1A1964,630.9,492.7
2022/10/26 16:23:29:690,1A22284BIU1A1966,604.3,520.5
2022/10/26 16:27:11:667,1A22284BIU1A1967,603.0,491.7
2022/10/26 16:23:39:690,1A22284BIU1A1969,610.1,515.6
2022/10/26 16:29:32:917,1A22284BIU1A1970,604.5,555.8
2022/10/26 16:24:20:406,1A22284BIU1A1975,611.9,527.9
2022/10/26 16:27:55:784,1A22284BIU1A1976,606.5,484.5
2022/10/26 16:30:09:231,1A22284BIU1A1980,613.7,472.5
2022/10/26 16:24:22:405,1A22284BIU1A1982,607.0,527.7
2022/10/26 16:30:05:429,1A22284BIU1A1984,641.0,491.7
2022/10/26 16:29:37:219,1A22284BIU1A1985,605.3,521.8
2022/10/26 16:29:40:920,1A22284BIU1A1986,602.8,531.5
2022/10/26 16:27:29:474,1A22284BIU1A2002,607.6,713.7
2022/10/26 16:27:59:386,1A22284BIU1A2012,634.4,475.3
2022/10/26 16:26:47:658,1A22284BIU1A2025,614.0,541.9
2022/10/26 16:27:02:064,1A22284BIU1A2027,609.0,511.6
2022/10/26 16:30:01:829,1A22284BIU1A2032,604.1,505.8
2022/10/26 16:28:37:600,1A22284BIU1A2033,613.9,516.6
2022/10/26 16:27:32:778,1A22284BIU1A2048,605.2,572.4
2022/10/25 12:40:51:450,1A22290BJ6130169,612.4,528.2
2022/10/25 13:13:37:357,1A22290BJ6130177,609.5,565.4
2022/10/25 12:37:20:274,1A22290BJ6130220,603.7,532.9
2022/10/25 12:40:15:537,1A22290BJ6130221,605.4,522.5
2022/10/25 12:37:44:582,1A22290BJ6130239,608.3,522.3
2022/10/25 12:00:05:173,1A22290BJ61A0146,619.9,543.3
2022/10/25 12:00:07:973,1A22290BJ61A0149,610.0,566.5
2022/10/25 12:00:25:480,1A22290BJ61A0150,603.0,522.6
2022/10/25 12:02:15:518,1A22290BJ61A0151,625.6,546.5
2022/10/25 12:02:33:028,1A22290BJ61A0152,600.9,510.5
2022/10/25 12:02:18:820,1A22290BJ61A0153,605.0,539.2
2022/10/25 12:02:36:228,1A22290BJ61A0154,633.1,485.3
2022/10/25 12:02:21:221,1A22290BJ61A0155,601.2,535.6
2022/10/25 12:02:39:327,1A22290BJ61A0156,596.5,500.2
2022/10/25 12:01:35:606,1A22290BJ61A0157,619.5,518.2
2022/10/25 12:01:39:006,1A22290BJ61A0159,605.9,516.8
2022/10/25 12:01:54:412,1A22290BJ61A0160,632.5,474.6
2022/10/25 12:03:36:148,1A22290BJ61A0161,602.7,564.7
2022/10/25 12:04:02:057,1A22290BJ61A0162,602.9,529.8
2022/10/25 12:01:10:797,1A22290BJ61A0163,614.5,509.5
2022/10/25 12:00:48:489,1A22290BJ61A0164,609.7,551.6
2022/10/25 12:01:12:596,1A22290BJ61A0165,603.4,508.7
2022/10/25 12:00:50:288,1A22290BJ61A0166,605.1,527.0
2022/10/25 12:00:22:480,1A22290BJ61A0167,603.9,539.0
2022/10/25 12:00:52:088,1A22290BJ61A0168,608.7,533.7
2022/10/25 12:00:09:973,1A22290BJ61A0169,600.3,524.5
2022/10/25 12:00:28:581,1A22290BJ61A0170,604.5,505.8
2022/10/25 12:00:11:876,1A22290BJ61A0171,603.6,527.5
2022/10/25 12:00:31:081,1A22290BJ61A0172,611.0,497.9
2022/10/25 12:02:12:619,1A22290BJ61A0173,601.2,549.1
2022/10/25 12:02:30:023,1A22290BJ61A0174,611.6,526.4
2022/10/25 12:01:46:039,1A22290BJ61A0176,610.2,530.6
2022/10/25 12:01:48:111,1A22290BJ61A0177,604.5,530.8
2022/10/25 12:01:28:902,1A22290BJ61A0178,605.7,560.8
2022/10/25 12:01:51:110,1A22290BJ61A0179,604.4,498.9
2022/10/25 12:01:31:904,1A22290BJ61A0180,604.1,557.5
2022/10/25 11:58:00:527,1A22290BJ61A0398,639.2,529.0
2022/10/25 11:55:35:775,1A22290BJ61A0399,611.2,628.8
2022/10/25 11:55:53:082,1A22290BJ61A0400,629.4,523.2
2022/10/25 11:55:40:476,1A22290BJ61A0401,600.9,528.0
2022/10/25 11:56:00:185,1A22290BJ61A0402,636.2,470.8
2022/10/25 11:59:42:066,1A22290BJ61A0403,626.1,508.0
2022/10/25 11:59:22:056,1A22290BJ61A0404,622.0,538.1
2022/10/25 11:59:45:467,1A22290BJ61A0405,625.8,496.3
2022/10/25 11:59:26:958,1A22290BJ61A0406,640.3,555.7
2022/10/25 11:59:48:271,1A22290BJ61A0407,600.4,500.8
2022/10/25 11:59:29:758,1A22290BJ61A0408,615.4,527.1
2022/10/25 11:59:03:650,1A22290BJ61A0409,601.0,504.9
2022/10/25 11:58:45:242,1A22290BJ61A0410,627.7,533.2
2022/10/25 12:01:03:292,1A22290BJ61A0411,600.7,521.6
2022/10/25 11:58:48:945,1A22290BJ61A0412,624.4,520.9
2022/10/25 12:01:07:894,1A22290BJ61A0413,601.8,525.6
2022/10/25 12:00:45:787,1A22290BJ61A0414,603.2,556.0
2022/10/25 11:58:19:334,1A22290BJ61A0420,609.4,516.6
2022/10/25 11:56:02:184,1A22290BJ61A0421,600.3,515.7
2022/10/25 11:55:42:277,1A22290BJ61A0423,621.8,524.8
2022/10/25 11:59:39:363,1A22290BJ61A0426,606.8,535.3
2022/10/25 11:58:55:647,1A22290BJ61A0427,604.6,537.0
2022/10/25 11:59:31:560,1A22290BJ61A0428,605.8,526.0
2022/10/25 11:58:57:649,1A22290BJ61A0429,600.3,527.8
2022/10/25 11:58:38:541,1A22290BJ61A0430,610.7,584.1
2022/10/25 11:59:00:755,1A22290BJ61A0431,602.9,525.0
2022/10/25 11:58:41:643,1A22290BJ61A0432,607.5,568.4
2022/10/25 12:45:12:043,1A22290BJ61A0687,622.7,525.1
2022/10/25 12:45:18:547,1A22290BJ61A0689,608.9,502.9
2022/10/25 12:57:39:511,1A22290BJ61A0690,601.8,559.0
2022/10/25 12:44:40:831,1A22290BJ61A0692,617.7,574.3
2022/10/25 12:44:44:336,1A22290BJ61A0694,606.5,519.4
2022/10/25 12:44:47:533,1A22290BJ61A0696,602.7,526.7
2022/10/25 12:46:41:576,1A22290BJ61A0697,599.3,505.5
2022/10/25 12:46:21:066,1A22290BJ61A0700,594.0,555.4
2022/10/25 12:46:27:369,1A22290BJ61A0702,617.3,512.5
2022/10/25 12:45:55:958,1A22290BJ61A0706,609.7,565.3
2022/10/25 12:45:08:940,1A22290BJ61A0707,629.4,519.5
2022/10/25 12:47:14:487,1A22290BJ61A0708,608.8,523.4
2022/10/25 12:44:37:729,1A22290BJ61A0709,610.7,551.0
2022/10/25 12:42:17:783,1A22290BJ61A0710,605.7,530.2
2022/10/25 12:43:51:715,1A22290BJ61A0711,605.0,613.3
2022/10/25 12:44:12:120,1A22290BJ61A0713,610.8,548.2
2022/10/25 12:45:21:146,1A22290BJ61A0716,606.0,516.1
2022/10/25 12:46:30:871,1A22290BJ61A0717,613.1,514.6
2022/10/25 12:43:57:816,1A22290BJ61A0718,603.6,525.0
2022/10/25 12:46:36:373,1A22290BJ61A0720,616.5,514.9
2022/10/25 12:46:44:779,1A22290BJ61A0722,604.9,499.8
2022/10/25 12:45:52:856,1A22290BJ61A0724,606.7,528.1
2022/10/25 12:46:01:359,1A22290BJ61A0728,618.0,479.8
2022/10/25 12:51:27:777,1A22290BJ61A0729,607.0,528.5
2022/10/25 12:45:42:353,1A22290BJ61A0730,599.8,530.0
2022/10/25 12:51:30:876,1A22290BJ61A0731,600.7,501.4
2022/10/25 12:51:06:469,1A22290BJ61A0732,601.0,538.9
2022/10/25 12:47:03:885,1A22290BJ61A0733,611.8,611.6
2022/10/25 12:47:36:594,1A22290BJ61A0734,596.5,517.1
2022/10/25 12:47:06:684,1A22290BJ61A0735,610.8,556.9
2022/10/25 12:47:39:098,1A22290BJ61A0736,626.4,595.3
2022/10/25 12:47:09:485,1A22290BJ61A0737,604.5,535.0
2022/10/25 12:47:42:201,1A22290BJ61A0738,599.9,491.7
2022/10/25 12:58:55:837,1A22290BJ61A0739,600.9,507.6
2022/10/25 12:59:22:948,1A22290BJ61A0739,498.4,507.9
2022/10/25 12:57:37:509,1A22290BJ61A0740,624.7,545.0
2022/10/25 12:58:52:835,1A22290BJ61A0741,607.5,513.5
2022/10/25 12:45:40:352,1A22290BJ61A0749,604.2,537.7
2022/10/25 12:45:59:258,1A22290BJ61A0750,615.2,493.5
2022/10/25 12:51:34:280,1A22290BJ61A0751,601.8,505.3
2022/10/25 12:51:08:869,1A22290BJ61A0752,610.4,550.2
2022/10/25 12:51:37:780,1A22290BJ61A0753,604.9,507.6
2022/10/25 12:51:10:870,1A22290BJ61A0754,612.4,539.4
2022/10/25 12:51:12:771,1A22290BJ61A0755,603.0,556.6
2022/10/25 12:47:45:596,1A22290BJ61A0758,630.8,472.6
2022/10/25 11:47:04:792,1A22290BJ61A0761,594.7,547.5
2022/10/25 11:46:22:177,1A22290BJ61A0763,600.4,493.2
2022/10/25 11:46:04:871,1A22290BJ61A0764,627.8,535.1
2022/10/25 11:46:25:480,1A22290BJ61A0765,601.0,499.0
2022/10/25 11:47:11:896,1A22290BJ61A0766,609.2,456.9
2022/10/25 11:57:58:326,1A22290BJ61A0767,601.9,525.7
2022/10/25 11:46:10:073,1A22290BJ61A0768,602.6,509.5
2022/10/25 11:47:51:510,1A22290BJ61A0779,604.5,489.2
2022/10/25 12:45:38:452,1A22290BJ61A0833,609.7,563.0
2022/10/25 12:45:35:551,1A22290BJ61A0851,604.9,663.5
2022/10/25 11:46:08:072,1A22290BJ61A0914,609.7,531.6
2022/10/25 13:16:30:114,1A22290BJ61A1119,605.0,481.1
2022/10/25 14:11:44:003,1A22290BJ61A1123,598.1,515.4
2022/10/25 13:18:04:150,1A22290BJ61A1125,601.7,534.5
2022/10/25 14:11:28:998,1A22290BJ61A1126,602.6,514.0
2022/10/25 13:59:30:039,1A22290BJ61A1127,606.2,481.2
2022/10/25 13:18:29:958,1A22290BJ61A1128,609.2,532.0
2022/10/25 14:11:35:100,1A22290BJ61A1130,603.2,500.7
2022/10/25 13:30:05:205,1A22290BJ61A1131,603.5,488.1
2022/10/25 13:59:03:728,1A22290BJ61A1132,610.7,510.3
2022/10/25 13:17:52:845,1A22290BJ61A1134,606.1,508.6
2022/10/25 13:29:52:401,1A22290BJ61A1140,601.7,522.8
2022/10/25 13:32:15:355,1A22290BJ61A1141,600.9,494.3
2022/10/25 13:18:35:861,1A22290BJ61A1143,598.7,512.0
2022/10/25 14:11:50:807,1A22290BJ61A1145,608.8,495.0
2022/10/25 13:16:01:907,1A22290BJ61A1146,613.7,530.5
2022/10/25 13:59:19:435,1A22290BJ61A1147,603.3,517.7
2022/10/25 13:32:00:148,1A22290BJ61A1148,603.3,502.9
2022/10/25 13:29:55:903,1A22290BJ61A1149,610.8,506.6
2022/10/25 14:11:38:403,1A22290BJ61A1150,604.0,524.3
2022/10/25 13:18:01:447,1A22290BJ61A1152,599.9,580.4
2022/10/25 13:58:57:627,1A22290BJ61A1154,604.9,532.7
2022/10/25 11:46:52:492,1A22290BJ61A1155,607.8,547.6
2022/10/25 13:29:48:701,1A22290BJ61A1158,601.7,528.5
2022/10/25 11:58:12:831,1A22290BJ61A1159,608.1,507.1
2022/10/25 11:58:15:733,1A22290BJ61A1161,611.0,486.4
2022/10/25 11:57:55:524,1A22290BJ61A1164,602.5,532.7
2022/10/25 11:45:26:963,1A22290BJ61A1165,611.9,504.0
2022/10/25 11:45:29:959,1A22290BJ61A1167,605.5,518.0
2022/10/25 11:58:02:528,1A22290BJ61A1168,597.6,510.7
2022/10/25 11:47:31:102,1A22290BJ61A1169,612.1,540.3
2022/10/25 11:45:41:265,1A22290BJ61A1170,605.6,497.0
2022/10/25 11:55:38:477,1A22290BJ61A1171,603.0,537.2
2022/10/25 11:45:44:064,1A22290BJ61A1172,603.2,484.3
2022/10/25 11:47:40:205,1A22290BJ61A1173,602.4,525.2
2022/10/25 11:45:50:566,1A22290BJ61A1174,596.5,477.1
2022/10/25 11:47:43:607,1A22290BJ61A1176,603.6,510.0
2022/10/25 11:46:55:390,1A22290BJ61A1177,609.8,517.6
2022/10/25 11:46:49:188,1A22290BJ61A1178,606.3,533.3
2022/10/25 11:47:08:894,1A22290BJ61A1179,611.6,476.8
2022/10/25 11:47:54:716,1A22290BJ61A1180,599.3,461.8
2022/10/25 11:47:06:694,1A22290BJ61A1182,608.2,490.8
2022/10/25 11:46:11:873,1A22290BJ61A1183,610.1,505.0
2022/10/25 11:45:20:956,1A22290BJ61A1185,605.5,652.5
2022/10/25 11:46:58:891,1A22290BJ61A1186,600.4,519.0
2022/10/25 11:45:24:159,1A22290BJ61A1187,608.9,548.6
2022/10/25 11:46:28:884,1A22290BJ61A1188,604.4,458.8
2022/10/25 11:47:58:213,1A22290BJ61A1190,605.7,491.4
2022/10/25 11:45:38:461,1A22290BJ61A1192,600.0,564.5
2022/10/25 11:47:48:507,1A22290BJ61A1194,607.5,496.3
2022/10/25 11:47:33:802,1A22290BJ61A1196,609.0,524.2
2022/10/25 13:13:09:844,1A22290BJ61A1229,615.6,474.0
2022/10/25 13:13:12:644,1A22290BJ61A1231,605.0,485.9
2022/10/25 13:12:53:938,1A22290BJ61A1234,606.7,490.7
2022/10/25 13:14:25:370,1A22290BJ61A1235,606.2,633.8
2022/10/25 13:14:42:879,1A22290BJ61A1237,598.7,499.6
2022/10/25 13:15:12:588,1A22290BJ61A1238,604.1,528.5
2022/10/25 13:15:41:798,1A22290BJ61A1240,600.5,483.1
2022/10/25 13:16:54:427,1A22290BJ61A1241,618.7,520.3
2022/10/25 13:16:57:229,1A22290BJ61A1243,602.9,508.2
2022/10/25 13:14:28:373,1A22290BJ61A1244,604.1,538.9
2022/10/25 13:14:08:066,1A22290BJ61A1247,606.5,484.4
2022/10/25 13:13:04:941,1A22290BJ61A1249,600.3,512.0
2022/10/25 13:13:42:556,1A22290BJ61A1252,598.5,530.8
2022/10/25 13:15:34:696,1A22290BJ61A1253,610.5,494.8
2022/10/25 13:15:38:496,1A22290BJ61A1255,606.9,466.9
2022/10/25 13:12:50:736,1A22290BJ61A1256,602.5,532.7
2022/10/25 13:15:15:889,1A22290BJ61A1258,603.7,528.9
2022/10/25 13:14:51:380,1A22290BJ61A1259,602.4,484.0
2022/10/25 13:17:10:630,1A22290BJ61A1261,603.4,502.1
2022/10/25 13:15:21:993,1A22290BJ61A1262,605.7,499.5
2022/10/25 13:14:34:674,1A22290BJ61A1264,628.1,488.7
2022/10/25 13:16:51:224,1A22290BJ61A1268,609.5,537.3
2022/10/25 13:12:57:139,1A22290BJ61A1299,603.7,507.5
2022/10/25 13:16:04:806,1A22290BJ61A1301,608.6,502.4
2022/10/25 13:16:08:006,1A22290BJ61A1303,608.1,489.0
2022/10/25 13:16:27:014,1A22290BJ61A1306,600.9,495.4
2022/10/25 13:15:31:693,1A22290BJ61A1308,604.7,502.0
2022/10/25 13:17:50:645,1A22290BJ61A1309,599.0,512.9
2022/10/25 13:16:34:016,1A22290BJ61A1310,602.0,484.0
2022/10/25 13:17:16:632,1A22290BJ61A1311,629.3,457.7
2022/10/25 13:17:48:344,1A22290BJ61A1312,605.0,594.8
2022/10/25 13:14:45:681,1A22290BJ61A1314,597.6,498.5
2022/10/25 13:18:07:155,1A22290BJ61A1316,601.7,471.6
2022/10/25 13:12:47:736,1A22290BJ61A1317,606.1,565.1
2022/10/25 13:16:23:912,1A22290BJ61A1319,609.0,494.7
2022/10/25 13:17:19:931,1A22290BJ61A1320,599.0,488.5
2022/10/25 13:15:18:789,1A22290BJ61A1323,599.9,525.4
2022/10/25 13:15:59:005,1A22290BJ61A1324,606.1,577.0
2022/10/25 13:13:07:042,1A22290BJ61A1326,607.4,494.6
2022/10/25 13:20:23:699,1A22290BJ61A1327,610.5,482.4
2022/10/25 13:16:48:223,1A22290BJ61A1329,606.6,529.7
2022/10/25 13:20:17:397,1A22290BJ61A1330,612.4,507.2
2022/10/25 13:29:41:202,1A22290BJ61A1331,604.8,542.8
2022/10/25 13:29:45:300,1A22290BJ61A1333,636.3,535.8
2022/10/25 13:17:45:641,1A22290BJ61A1334,598.7,651.1
2022/10/25 12:13:54:270,1A22290BJ61A1335,619.5,503.5
2022/10/25 13:18:10:752,1A22290BJ61A1336,602.0,482.8
2022/10/25 12:42:14:677,1A22290BJ61A1337,620.5,531.8
2022/10/25 13:17:13:434,1A22290BJ61A1338,597.4,495.6
2022/10/25 12:44:15:422,1A22290BJ61A1339,604.7,481.7
2022/10/25 13:30:00:606,1A22290BJ61A1340,597.0,507.2
2022/10/25 12:13:03:451,1A22290BJ61A1341,610.8,540.7
2022/10/25 12:42:43:290,1A22290BJ61A1342,602.3,490.9
2022/10/25 12:46:23:669,1A22290BJ61A1343,604.7,546.5
2022/10/25 12:13:32:962,1A22290BJ61A1345,603.3,553.8
2022/10/25 12:44:01:420,1A22290BJ61A1346,603.9,504.3
2022/10/25 12:13:36:863,1A22290BJ61A1351,625.4,527.6
2022/10/25 12:13:51:070,1A22290BJ61A1354,620.4,490.0
2022/10/25 12:42:20:581,1A22290BJ61A1357,599.7,482.0
2022/10/25 12:43:31:507,1A22290BJ61A1358,601.5,475.3
2022/10/25 12:41:09:458,1A22290BJ61A1360,598.7,477.5
2022/10/25 12:13:39:867,1A22290BJ61A1362,593.4,528.2
2022/10/25 12:42:51:592,1A22290BJ61A1364,622.3,455.4
2022/10/25 12:44:09:221,1A22290BJ61A1366,593.2,512.1
2022/10/25 11:55:57:483,1A22290BJ61A1367,594.3,485.6
2022/10/25 11:58:21:835,1A22290BJ61A1370,595.2,482.6
2022/10/25 12:59:26:155,1A22290BJ61A1373,604.4,499.1
2022/10/25 12:52:37:801,1A22290BJ61A1382,610.6,542.9
2022/10/25 13:10:34:887,1A22290BJ61A1407,641.3,504.6
